tempo,altura_mare
13:40:03,5.27
13:40:04,4.40
13:40:05,4.52
13:40:06,4.53
13:40:07,4.98
13:40:08,5.06
13:40:09,3.29
13:40:10,2.60
13:40:11,5.30
13:40:12,4.74
13:40:13,3.71
13:40:14,2.95
13:40:15,3.09
13:40:16,2.82
13:40:17,4.01
13:40:18,2.21
13:40:19,2.38
13:40:20,4.44
13:40:21,2.95
13:40:22,3.61
13:40:23,1.92
13:40:24,3.25
13:40:25,4.83
13:40:26,1.61
13:40:27,2.15
13:40:28,2.25
13:40:29,3.60
13:40:30,2.51
13:40:31,1.76
13:40:32,2.80
13:40:33,4.34
13:40:34,3.77
13:40:35,5.23
13:40:36,1.60
13:40:37,2.51
13:40:38,4.26
13:40:39,3.36
13:40:40,5.15
13:40:41,2.09
13:40:42,4.51
13:40:43,3.90
13:40:44,1.85
13:40:45,1.84
13:40:46,5.10
13:40:47,1.76
13:40:48,4.50
13:40:49,3.09
13:40:50,2.49
13:40:51,4.37
13:40:52,4.98
13:40:53,2.56
13:40:54,2.58
13:40:55,1.55
13:40:56,2.20
13:40:57,2.93
13:40:58,4.70
13:40:59,3.81
13:41:00,3.83
13:41:01,3.09
13:41:02,2.42
13:41:03,5.11
13:41:04,5.17
13:41:05,1.51
13:41:06,4.73
13:41:07,1.80
13:41:08,2.57
13:41:09,4.22
13:41:10,5.00
13:41:11,3.27
13:41:12,2.45
13:41:13,2.66
13:41:14,2.15
13:41:15,1.92
13:41:16,4.56
13:41:17,3.16
13:41:18,5.17
13:41:19,3.93
13:41:20,2.00
13:41:21,4.30
13:41:22,3.21
13:41:23,5.06
13:41:24,2.82
13:41:25,5.15
13:41:26,5.15
13:41:27,1.87
13:41:28,2.30
13:41:29,5.20
13:41:30,4.89
13:41:31,3.42
13:41:32,3.86
13:41:33,4.97
13:41:34,4.96
13:41:35,3.32
13:41:36,1.84
13:41:37,3.55
13:41:38,2.57
13:41:39,1.70
13:41:40,1.74
13:41:41,3.02
13:41:42,4.28
13:41:43,5.17
13:41:44,3.69
13:41:45,4.58
13:41:46,4.54
13:41:47,4.36
13:41:48,3.23
13:41:49,2.94
13:41:50,2.26
13:41:51,4.90
13:41:52,4.10
13:41:53,4.91
13:41:54,3.28
13:41:55,2.38
13:41:56,3.30
13:41:57,4.74
13:41:58,2.59
13:41:59,2.41
13:42:00,1.69
13:42:01,2.60
13:42:02,1.76
13:42:03,3.36
13:42:04,1.94
13:42:05,3.89
13:42:06,3.64
13:42:07,3.13
13:42:08,3.89
13:42:09,4.90
13:42:10,1.73
13:42:11,4.98
13:42:12,3.35
13:42:13,4.28
13:42:14,3.39
13:42:15,2.71
13:42:16,2.67
13:42:17,5.10
13:42:18,4.86
13:42:19,4.55
13:42:20,2.77
13:42:21,3.80
13:42:22,4.38
13:42:23,2.29
13:42:24,3.48
13:42:25,2.97
13:42:26,3.78
13:42:27,5.01
13:42:28,3.03
13:42:29,4.00
13:42:30,4.84
13:42:31,3.19
13:42:32,4.17
13:42:33,4.88
13:42:34,2.01
13:42:35,3.14
13:42:36,2.26
13:42:37,3.96
13:42:38,3.69
13:42:39,1.61
13:42:40,4.41
13:42:41,3.47
13:42:42,3.97
13:42:43,4.22
13:42:44,1.65
13:42:45,1.52
13:42:46,4.33
13:42:47,4.65
13:42:48,4.12
13:42:49,2.00
13:42:50,2.23
13:42:51,2.64
13:42:52,2.01
13:42:53,3.70
13:42:54,3.93
13:42:55,2.76
13:42:56,5.13
13:42:57,1.59
13:42:58,4.39
13:42:59,2.79
13:43:00,2.48
13:43:01,3.31
13:43:02,2.83
13:43:03,4.93
13:43:04,4.70
13:43:05,3.70
13:43:06,5.14
13:43:07,1.97
13:43:08,3.13
13:43:09,3.44
13:43:10,4.30
13:43:11,3.50
13:43:12,3.82
13:43:13,3.73
13:43:14,4.03
13:43:15,3.24
13:43:16,5.15
13:43:17,2.36
13:43:18,3.12
13:43:19,4.33
13:43:20,2.43
13:43:21,1.69
13:43:22,3.96
13:43:23,3.69
13:43:24,4.42
13:43:25,1.89
13:43:26,2.45
13:43:27,4.42
13:43:28,3.59
13:43:29,3.52
13:43:30,1.60
13:43:31,2.94
13:43:32,3.58
13:43:33,3.49
13:43:34,4.27
13:43:35,1.78
13:43:36,2.38
13:43:37,4.73
13:43:38,4.34
13:43:39,3.74
13:43:40,2.92
13:43:41,3.72
13:43:42,4.44
13:43:43,2.45
13:43:44,5.09
13:43:45,3.25
13:43:46,4.89
13:43:47,3.09
13:43:48,2.36
13:43:49,5.19
13:43:50,2.10
13:43:51,5.03
13:43:52,2.54
13:43:53,2.63
13:43:54,3.12
13:43:55,3.56
13:43:56,4.67
13:43:57,3.07
13:43:58,4.33
13:43:59,3.63
13:44:00,5.21
13:44:01,4.72
13:44:02,3.33
13:44:03,4.47
13:44:04,3.23
13:44:05,1.97
13:44:06,2.39
13:44:07,3.58
13:44:08,3.83
13:44:09,3.98
13:44:10,1.59
13:44:11,2.48
13:44:12,3.36
13:44:13,2.04
13:44:14,5.11
13:44:15,5.29
13:44:16,4.16
13:44:17,1.60
13:44:18,4.13
13:44:19,1.69
13:44:20,2.28
13:44:21,2.18
13:44:22,3.97
13:44:23,4.22
13:44:24,3.78
13:44:25,3.96
13:44:26,3.93
13:44:27,3.65
13:44:28,4.89
13:44:29,5.23
13:44:30,3.93
13:44:31,1.79
13:44:32,5.27
13:44:33,1.88
13:44:34,3.32
13:44:35,3.30
13:44:36,3.94
13:44:37,4.08
13:44:38,5.16
13:44:39,3.65
13:44:40,1.64
13:44:41,1.95
13:44:42,3.61
13:44:43,3.45
13:44:44,2.78
13:44:45,2.46
13:44:46,2.06
13:44:47,1.77
13:44:48,5.20
13:44:49,4.17
13:44:50,3.95
13:44:51,4.61
13:44:52,2.69
13:44:53,4.19
13:44:54,1.66
13:44:55,3.29
13:44:56,1.78
13:44:57,1.85
13:44:58,1.55
13:44:59,4.90
13:45:00,5.08
13:45:01,4.04
13:45:02,2.70
13:45:03,2.98
13:45:04,5.09
13:45:05,3.16
13:45:06,2.33
13:45:07,2.52
13:45:08,2.76
13:45:09,2.65
13:45:10,2.25
13:45:11,3.91
13:45:12,1.94
13:45:13,1.82
13:45:14,2.43
13:45:15,4.73
13:45:16,4.78
13:45:17,2.66
13:45:18,2.81
13:45:19,3.67
13:45:20,2.51
13:45:21,2.30
13:45:22,3.38
13:45:23,2.93
13:45:24,4.97
13:45:25,2.31
13:45:26,3.36
13:45:27,2.85
13:45:28,4.47
13:45:29,4.52
13:45:30,5.06
13:45:31,3.77
13:45:32,4.09
13:45:33,5.24
13:45:34,1.57
13:45:35,5.30
13:45:36,2.64
13:45:37,4.48
13:45:38,3.21
13:45:39,2.51
13:45:40,4.64
13:45:41,4.40
13:45:42,4.38
13:45:43,1.78
13:45:44,4.11
13:45:45,4.65
13:45:46,5.14
13:45:47,2.58
13:45:48,4.40
13:45:49,4.65
13:45:50,2.47
13:45:51,1.85
13:45:52,4.25
13:45:53,5.12
13:45:54,1.93
13:45:55,4.53
13:45:56,4.65
13:45:57,3.37
13:45:58,4.07
13:45:59,4.77
13:46:00,4.55
13:46:01,2.08
13:46:02,4.86
13:46:03,5.11
13:46:04,4.37
13:46:05,2.25
13:46:06,4.48
13:46:07,4.27
13:46:08,2.14
13:46:09,3.29
13:46:10,4.52
13:46:11,3.11
13:46:12,5.18
13:46:13,2.60
13:46:14,3.18
13:46:15,3.45
13:46:16,5.06
13:46:17,3.54
13:46:18,1.76
13:46:19,2.27
13:46:20,3.15
13:46:21,3.90
13:46:22,3.14
13:46:23,4.97
13:46:24,4.15
13:46:25,4.32
13:46:26,1.62
13:46:27,4.76
13:46:28,4.42
13:46:29,3.13
13:46:30,1.70
13:46:31,3.52
13:46:32,3.12
13:46:33,2.77
13:46:34,3.09
13:46:35,5.16
13:46:36,2.23
13:46:37,1.94
13:46:38,4.71
13:46:39,3.27
13:46:40,3.70
13:46:41,3.97
13:46:42,3.60
13:46:43,3.38
13:46:44,2.77
13:46:45,3.52
13:46:46,2.37
13:46:47,2.85
13:46:48,4.22
13:46:49,1.72
13:46:50,1.67
13:46:51,3.11
13:46:52,2.26
13:46:53,2.38
13:46:54,3.58
13:46:55,2.64
13:46:56,2.86
13:46:57,2.69
13:46:58,1.87
13:46:59,1.99
13:47:00,1.54
13:47:01,3.56
13:47:02,2.35
13:47:03,3.20
13:47:04,2.10
13:47:05,2.35
13:47:06,2.63
13:47:07,1.55
13:47:08,3.77
13:47:09,2.58
13:47:10,2.03
13:47:11,2.14
13:47:12,1.77
13:47:13,1.84
13:47:14,4.82
13:47:15,3.16
13:47:16,4.32
13:47:17,2.83
13:47:18,2.93
13:47:19,4.86
13:47:20,4.38
13:47:21,5.11
13:47:22,2.79
13:47:23,4.97
13:47:24,1.72
13:47:25,3.43
13:47:26,3.85
13:47:27,4.31
13:47:28,4.17
13:47:29,3.38
13:47:30,3.88
13:47:31,5.29
13:47:32,2.55
13:47:33,1.64
13:47:34,2.96
13:47:35,4.69
13:47:36,4.64
13:47:37,2.36
13:47:38,4.07
13:47:39,3.70
13:47:40,3.41
13:47:41,5.29
13:47:42,2.97
13:47:43,3.94
13:47:44,4.36
13:47:45,4.96
13:47:46,5.23
13:47:47,5.03
13:47:48,2.70
13:47:49,2.76
13:47:50,2.84
13:47:51,2.46
13:47:52,3.09
13:47:53,3.62
13:47:54,2.19
13:47:55,5.00
13:47:56,4.73
13:47:57,3.89
13:47:58,3.18
13:47:59,2.38
13:48:00,3.37
13:48:01,4.63
13:48:02,3.69
13:48:03,3.33
13:48:04,1.54
13:48:05,2.44
13:48:06,1.64
13:48:07,4.36
13:48:08,2.16
13:48:09,4.07
13:48:10,1.93
13:48:11,2.68
13:48:12,1.86
13:48:13,4.33
13:48:14,3.29
13:48:15,2.24
13:48:16,2.73
13:48:17,2.65
13:48:18,3.72
13:48:19,3.94
13:48:20,4.24
13:48:21,4.67
13:48:22,3.61
13:48:23,4.69
13:48:24,2.53
13:48:25,2.68
13:48:26,4.79
13:48:27,1.59
13:48:28,1.64
13:48:29,3.40
13:48:30,1.56
13:48:31,4.86
13:48:32,1.64
13:48:33,3.80
13:48:34,3.28
13:48:35,4.49
13:48:36,1.57
13:48:37,4.91
13:48:38,2.37
13:48:39,3.90
13:48:40,2.47
13:48:41,5.17
13:48:42,2.59
13:48:43,1.78
13:48:44,2.24
13:48:45,1.57
13:48:46,4.42
13:48:47,3.33
13:48:48,3.53
13:48:49,3.31
13:48:50,2.07
13:48:51,5.06
13:48:52,3.88
13:48:53,4.34
13:48:54,4.65
13:48:55,3.34
13:48:56,4.85
13:48:57,2.64
13:48:58,4.20
13:48:59,4.08
13:49:00,1.61
13:49:01,3.72
13:49:02,4.91
13:49:03,4.55
13:49:04,3.18
13:49:05,3.28
13:49:06,2.78
13:49:07,3.60
13:49:08,5.03
13:49:09,4.70
13:49:10,3.06
13:49:11,1.76
13:49:12,5.28
13:49:13,4.71
13:49:14,2.74
13:49:15,3.28
13:49:16,3.67
13:49:17,3.35
13:49:18,1.90
13:49:19,3.58
13:49:20,1.69
13:49:21,4.43
13:49:22,5.17
13:49:23,2.68
13:49:24,3.19
13:49:25,4.24
13:49:26,3.96
13:49:27,2.38
13:49:28,2.53
13:49:29,2.39
13:49:30,2.19
13:49:31,4.03
13:49:32,5.16
13:49:33,4.97
13:49:34,4.64
13:49:35,4.07
13:49:36,2.36
13:49:37,4.85
13:49:38,3.72
13:49:39,4.88
13:49:40,2.53
13:49:41,2.45
13:49:42,3.41
13:49:43,1.90
13:49:44,4.52
13:49:45,3.25
13:49:46,2.99
13:49:47,1.79
13:49:48,3.10
13:49:49,2.10
13:49:50,4.72
13:49:51,2.94
13:49:52,4.53
13:49:53,3.53
13:49:54,2.19
13:49:55,4.37
13:49:56,5.10
13:49:57,4.31
13:49:58,3.47
13:49:59,4.15
13:50:00,3.36
13:50:01,3.73
13:50:02,3.65
13:50:03,4.24
13:50:04,2.58
13:50:05,3.28
13:50:06,3.30
13:50:07,2.28
13:50:08,4.58
13:50:09,4.36
13:50:10,2.45
13:50:11,3.15
13:50:12,2.05
13:50:13,4.67
13:50:14,1.53
13:50:15,2.96
13:50:16,2.78
13:50:17,3.52
13:50:18,4.98
13:50:19,3.13
13:50:20,4.31
13:50:21,2.91
13:50:22,1.52
13:50:23,3.37
13:50:24,3.97
13:50:25,2.53
13:50:26,3.52
13:50:27,4.21
13:50:28,3.84
13:50:29,4.00
13:50:30,2.31
13:50:31,4.64
13:50:32,4.32
13:50:33,4.18
13:50:34,5.12
13:50:35,1.62
13:50:36,4.46
13:50:37,5.22
13:50:38,5.09
13:50:39,5.05
13:50:40,4.59
13:50:41,4.77
13:50:42,3.11
13:50:43,3.03
13:50:44,2.31
13:50:45,3.51
13:50:46,4.41
13:50:47,1.60
13:50:48,2.85
13:50:49,1.70
13:50:50,4.20
13:50:51,2.07
13:50:52,2.35
13:50:53,4.42
13:50:54,3.59
13:50:55,2.39
13:50:56,2.30
13:50:57,4.19
13:50:58,3.98
13:50:59,4.62
13:51:00,3.75
13:51:01,3.21
13:51:02,3.30
13:51:03,3.32
13:51:04,4.69
13:51:05,4.11
13:51:06,5.17
13:51:07,3.48
13:51:08,4.36
13:51:09,2.71
13:51:10,1.76
13:51:11,2.23
13:51:12,5.14
13:51:13,2.11
13:51:14,3.14
13:51:15,1.90
13:51:16,3.36
13:51:17,2.25
13:51:18,5.06
13:51:19,4.91
13:51:20,5.01
13:51:21,3.60
13:51:22,4.42
13:51:23,5.03
13:51:24,3.78
13:51:25,5.27
13:51:26,2.90
13:51:27,4.88
13:51:28,2.73
13:51:29,4.63
13:51:30,2.10
13:51:31,4.77
13:51:32,2.06
13:51:33,4.76
13:51:34,5.25
13:51:35,3.13
13:51:36,3.87
13:51:37,1.88
13:51:38,3.83
13:51:39,2.04
13:51:40,1.66
13:51:41,2.73
13:51:42,4.58
13:51:43,3.97
13:51:44,4.86
13:51:45,4.23
13:51:46,3.62
13:51:47,1.58
13:51:48,3.53
13:51:49,2.37
13:51:50,4.40
13:51:51,2.94
13:51:52,4.07
13:51:53,2.98
13:51:54,4.83
13:51:55,4.12
13:51:56,2.92
13:51:57,3.85
13:51:58,4.12
13:51:59,5.03
13:52:00,2.65
13:52:01,4.31
13:52:02,2.86
13:52:03,2.01
13:52:04,4.45
13:52:05,5.12
13:52:06,2.30
13:52:07,5.17
13:52:08,4.19
13:52:09,1.89
13:52:10,3.23
13:52:11,3.59
13:52:12,4.76
13:52:13,3.92
13:52:14,5.22
13:52:15,5.13
13:52:16,3.62
13:52:17,2.32
13:52:18,1.58
13:52:19,4.38
13:52:20,1.65
13:52:21,2.29
13:52:22,1.66
13:52:23,2.01
13:52:24,2.99
13:52:25,4.28
13:52:26,3.75
13:52:27,2.72
13:52:28,4.45
13:52:29,4.01
13:52:30,2.98
13:52:31,4.78
13:52:32,1.52
13:52:33,4.95
13:52:34,2.61
13:52:35,2.60
13:52:36,2.61
13:52:37,4.15
13:52:38,5.15
13:52:39,3.03
13:52:40,4.43
13:52:41,2.65
13:52:42,3.95
13:52:43,4.67
13:52:44,4.85
13:52:45,5.12
13:52:46,1.88
13:52:47,3.49
13:52:48,4.28
13:52:49,2.35
13:52:50,3.73
13:52:51,3.98
13:52:52,1.98
13:52:53,2.09
13:52:54,3.90
13:52:55,3.42
13:52:56,5.01
13:52:57,3.50
13:52:58,2.69
13:52:59,2.89
13:53:00,2.08
13:53:01,4.88
13:53:02,5.00
13:53:03,3.28
13:53:04,2.52
13:53:05,2.63
13:53:06,1.68
13:53:07,4.29
13:53:08,3.22
13:53:09,2.17
13:53:10,4.37
13:53:11,5.20
13:53:12,3.19
13:53:13,4.55
13:53:14,3.51
13:53:15,4.34
13:53:16,2.78
13:53:17,2.04
13:53:18,3.27
13:53:19,2.23
13:53:20,2.61
13:53:21,5.20
13:53:22,5.10
13:53:23,4.72
13:53:24,2.08
13:53:25,4.63
13:53:26,4.31
13:53:27,1.78
13:53:28,3.28
13:53:29,3.13
13:53:30,3.19
13:53:31,1.59
13:53:32,3.73
13:53:33,3.85
13:53:34,2.72
13:53:35,3.16
13:53:36,2.03
13:53:37,4.98
13:53:38,4.97
13:53:39,3.24
13:53:40,2.29
13:53:41,4.40
13:53:42,1.87
13:53:43,4.32
13:53:44,2.73
13:53:45,2.25
13:53:46,4.79
13:53:47,4.96
13:53:48,3.15
13:53:49,2.31
13:53:50,3.83
13:53:51,4.21
13:53:52,5.20
13:53:53,4.45
13:53:54,4.89
13:53:55,3.05
13:53:56,3.10
13:53:57,4.62
13:53:58,3.26
13:53:59,3.57
13:54:00,2.92
13:54:01,2.58
13:54:02,4.34
13:54:03,3.73
13:54:04,1.83
13:54:05,1.97
13:54:06,2.16
13:54:07,4.02
13:54:08,2.25
13:54:09,2.80
13:54:10,2.24
13:54:11,4.86
13:54:12,5.06
13:54:13,4.44
13:54:14,5.20
13:54:15,3.48
13:54:16,4.31
13:54:17,5.28
13:54:18,3.68
13:54:19,1.69
13:54:20,2.37
13:54:21,5.19
13:54:22,1.78
13:54:23,3.57
13:54:24,3.27
13:54:25,2.68
13:54:26,5.20
13:54:27,4.64
13:54:28,2.56
13:54:29,2.30
13:54:30,3.17
13:54:31,3.35
13:54:32,2.47
13:54:33,3.93
13:54:34,4.57
13:54:35,2.17
13:54:36,1.99
13:54:37,3.61
13:54:38,4.97
13:54:39,3.68
13:54:40,2.20
13:54:41,1.71
13:54:42,1.85
13:54:43,3.84
13:54:44,1.95
13:54:45,4.86
13:54:46,4.37
13:54:47,1.56
13:54:48,3.83
13:54:49,3.13
13:54:50,4.06
13:54:51,5.01
13:54:52,3.85
13:54:53,2.68
13:54:54,3.18
13:54:55,4.74
13:54:56,2.49
13:54:57,3.20
13:54:58,4.86
13:54:59,2.08
13:55:00,2.84
13:55:01,2.57
13:55:02,5.07
13:55:03,5.18
13:55:04,1.68
13:55:05,2.57
13:55:06,4.50
13:55:07,3.40
13:55:08,4.05
13:55:09,4.05
13:55:10,5.17
13:55:11,2.91
13:55:12,4.69
13:55:13,1.69
13:55:14,4.02
13:55:15,5.02
13:55:16,4.12
13:55:17,3.52
13:55:18,4.04
13:55:19,4.90
13:55:20,5.16
13:55:21,3.59
13:55:22,5.02
13:55:23,3.52
13:55:24,2.49
13:55:25,1.66
13:55:26,5.14
13:55:27,2.45
13:55:28,2.44
13:55:29,5.07
13:55:30,2.76
13:55:31,4.92
13:55:32,2.93
13:55:33,5.15
13:55:34,3.92
13:55:35,4.60
13:55:36,3.78
13:55:37,4.27
13:55:38,1.56
13:55:39,3.47
13:55:40,3.25
13:55:41,4.64
13:55:42,2.14
13:55:43,3.47
13:55:44,1.60
13:55:45,2.24
13:55:46,2.29
13:55:47,3.82
13:55:48,2.80
13:55:49,3.60
13:55:50,2.16
13:55:51,3.88
13:55:52,3.11
13:55:53,3.17
13:55:54,2.01
13:55:55,4.20
13:55:56,4.20
13:55:57,1.87
13:55:58,4.96
13:55:59,3.67
13:56:00,3.39
13:56:01,3.39
13:56:02,2.25
13:56:03,3.83
13:56:04,4.40
13:56:05,2.55
13:56:06,4.88
13:56:07,3.20
13:56:08,2.55
13:56:09,4.35
13:56:10,3.20
13:56:11,4.29
13:56:12,2.49
13:56:13,3.85
13:56:14,3.99
13:56:15,3.76
13:56:16,2.53
13:56:17,2.58
13:56:18,5.17
13:56:19,2.99
13:56:20,4.99
13:56:21,4.24
13:56:22,2.47
13:56:23,4.09
13:56:24,4.17
13:56:25,1.62
13:56:26,3.62
13:56:27,4.56
13:56:28,4.28
13:56:29,4.40
13:56:30,5.04
13:56:31,2.71
13:56:32,2.04
13:56:33,1.72
13:56:34,4.59
13:56:35,2.65
13:56:36,3.65
13:56:37,1.93
13:56:38,1.84
13:56:39,5.00
13:56:40,5.02
13:56:41,3.08
13:56:42,4.80
13:56:43,3.08
13:56:44,2.34
13:56:45,4.91
13:56:46,4.97
13:56:47,3.76
13:56:48,2.51
13:56:49,1.82
13:56:50,4.89
13:56:51,4.95
13:56:52,3.79
13:56:53,3.31
13:56:54,2.16
13:56:55,2.01
13:56:56,4.83
13:56:57,1.64
13:56:58,2.33
13:56:59,1.82
13:57:00,2.66
13:57:01,3.91
13:57:02,4.38
13:57:03,2.66
13:57:04,1.60
13:57:05,3.25
13:57:06,1.83
13:57:07,3.58
13:57:08,1.97
13:57:09,2.74
13:57:10,3.88
13:57:11,3.66
13:57:12,2.39
13:57:13,3.67
13:57:14,2.07
13:57:15,3.66
13:57:16,5.30
13:57:17,3.22
13:57:18,4.09
13:57:19,3.84
13:57:20,4.30
13:57:21,3.07
13:57:22,2.07
13:57:23,5.15
13:57:24,2.25
13:57:25,3.21
13:57:26,5.29
13:57:27,3.78
13:57:28,5.10
13:57:29,2.52
13:57:30,4.12
13:57:31,4.62
13:57:32,4.38
13:57:33,4.43
13:57:34,4.13
13:57:35,2.64
13:57:36,5.12
13:57:37,2.94
13:57:38,2.70
13:57:39,2.04
13:57:40,2.94
13:57:41,3.46
13:57:42,1.97
13:57:43,3.52
13:57:44,2.93
13:57:45,4.98
13:57:46,2.05
13:57:47,3.44
13:57:48,2.84
13:57:49,4.10
13:57:50,3.64
13:57:51,1.91
13:57:52,5.11
13:57:53,5.20
13:57:54,3.31
13:57:55,4.72
13:57:56,1.85
13:57:57,2.66
13:57:58,2.34
13:57:59,4.98
13:58:00,3.17
13:58:01,3.25
13:58:02,1.91
13:58:03,2.55
13:58:04,2.55
13:58:05,2.51
13:58:06,4.91
13:58:07,3.88
13:58:08,2.04
13:58:09,5.14
13:58:10,4.92
13:58:11,4.37
13:58:12,5.19
13:58:13,5.24
13:58:14,2.65
13:58:15,3.36
13:58:16,4.68
13:58:17,4.02
13:58:18,1.95
13:58:19,1.62
13:58:20,5.06
13:58:21,4.64
13:58:22,3.08
13:58:23,1.81
13:58:24,1.78
13:58:25,5.10
13:58:26,1.84
13:58:27,3.15
13:58:28,3.62
13:58:29,3.45
13:58:30,4.87
13:58:31,4.77
13:58:32,4.12
13:58:33,2.39
13:58:34,2.22
13:58:35,3.89
13:58:36,3.89
13:58:37,1.92
13:58:38,5.12
13:58:39,5.13
13:58:40,3.49
13:58:41,1.95
13:58:42,5.00
13:58:43,5.24
13:58:44,5.06
13:58:45,4.90
13:58:46,1.77
13:58:47,1.60
13:58:48,1.86
13:58:49,3.03
13:58:50,3.31
13:58:51,2.79
13:58:52,4.13
13:58:53,2.95
13:58:54,3.95
13:58:55,3.28
13:58:56,3.00
13:58:57,2.42
13:58:58,2.70
13:58:59,3.77
13:59:00,2.28
13:59:01,3.44
13:59:02,3.07
13:59:03,2.25
13:59:04,3.95
13:59:05,4.31
13:59:06,2.52
13:59:07,3.59
13:59:08,3.02
13:59:09,4.22
13:59:10,2.83
13:59:11,2.17
13:59:12,3.01
13:59:13,2.66
13:59:14,1.66
13:59:15,1.77
13:59:16,4.95
13:59:17,4.56
13:59:18,4.96
13:59:19,3.69
13:59:20,3.15
13:59:21,1.88
13:59:22,2.32
13:59:23,3.35
13:59:24,2.90
13:59:25,2.65
13:59:26,3.11
13:59:27,3.09
13:59:28,2.69
13:59:29,2.94
13:59:30,1.91
13:59:31,3.44
13:59:32,4.98
13:59:33,1.62
13:59:34,3.39
13:59:35,3.58
13:59:36,1.58
13:59:37,4.92
13:59:38,2.83
13:59:39,2.76
13:59:40,3.17
13:59:41,2.96
13:59:42,2.30
13:59:43,3.67
13:59:44,4.29
13:59:45,4.92
13:59:46,3.40
13:59:47,5.00
13:59:48,2.75
13:59:49,4.10
13:59:50,3.98
13:59:51,5.10
13:59:52,4.49
13:59:53,2.94
13:59:54,1.78
13:59:55,2.63
13:59:56,2.99
13:59:57,3.39
13:59:58,4.98
13:59:59,5.03
14:00:00,2.51
14:00:01,2.33
14:00:02,4.72
14:00:03,1.57
14:00:04,2.67
14:00:05,2.17
14:00:06,3.74
14:00:07,2.50
14:00:08,4.57
14:00:09,4.10
14:00:10,2.19
14:00:11,2.49
14:00:12,2.19
14:00:13,2.81
14:00:14,2.84
14:00:15,3.80
14:00:16,1.81
14:00:17,2.23
14:00:18,2.58
14:00:19,2.82
14:00:20,4.06
14:00:21,4.23
14:00:22,1.92
14:00:23,4.66
14:00:24,4.00
14:00:25,3.38
14:00:26,4.84
14:00:27,3.63
14:00:28,4.25
14:00:29,3.91
14:00:30,2.68
14:00:31,2.82
14:00:32,4.03
14:00:33,2.67
14:00:34,3.74
14:00:35,3.30
14:00:36,2.88
14:00:37,5.05
14:00:38,3.18
14:00:39,2.20
14:00:40,3.75
14:00:41,1.93
14:00:42,5.09
14:00:43,2.86
14:00:44,5.26
14:00:45,4.47
14:00:46,2.69
14:00:47,2.06
14:00:48,5.23
14:00:49,1.88
14:00:50,4.68
14:00:51,2.48
14:00:52,2.20
14:00:53,3.15
14:00:54,4.63
14:00:55,3.81
14:00:56,1.69
14:00:57,4.17
14:00:58,4.93
14:00:59,2.34
14:01:00,4.89
14:01:01,1.54
14:01:02,4.99
14:01:03,4.56
14:01:04,1.55
14:01:05,4.08
14:01:06,4.09
14:01:07,3.02
14:01:08,2.61
14:01:09,1.96
14:01:10,3.15
14:01:11,2.10
14:01:12,3.94
14:01:13,1.61
14:01:14,2.65
14:01:15,2.88
14:01:16,4.08
14:01:17,1.76
14:01:18,1.89
14:01:19,4.81
14:01:20,1.96
14:01:21,2.62
14:01:22,2.39
14:01:23,2.29
14:01:24,2.13
14:01:25,2.06
14:01:26,1.51
14:01:27,4.42
14:01:28,3.10
14:01:29,1.85
14:01:30,1.73
14:01:31,3.08
14:01:32,2.21
14:01:33,3.26
14:01:34,5.13
14:01:35,2.82
14:01:36,1.59
14:01:37,3.46
14:01:38,4.36
14:01:39,5.09
14:01:40,5.24
14:01:41,4.44
14:01:42,1.86
14:01:43,3.06
14:01:44,3.41
14:01:45,5.25
14:01:46,2.45
14:01:47,2.93
14:01:48,3.58
14:01:49,4.32
14:01:50,1.87
14:01:51,5.19
14:01:52,4.37
14:01:53,4.89
14:01:54,1.55
14:01:55,1.88
14:01:56,2.44
14:01:57,2.30
14:01:58,3.72
14:01:59,2.47
14:02:00,4.39
14:02:01,3.87
14:02:02,2.04
14:02:03,4.81
14:02:04,3.78
14:02:05,4.72
14:02:06,2.57
14:02:07,3.72
14:02:08,1.73
14:02:09,5.27
14:02:10,2.98
14:02:11,3.95
14:02:12,2.77
14:02:13,1.93
14:02:14,3.82
14:02:15,4.52
14:02:16,1.94
14:02:17,4.49
14:02:18,3.66
14:02:19,3.41
14:02:20,2.13
14:02:21,1.62
14:02:22,3.56
14:02:23,4.46
14:02:24,5.11
14:02:25,2.80
14:02:26,2.10
14:02:27,4.40
14:02:28,4.49
14:02:29,3.07
14:02:30,3.41
14:02:31,4.07
14:02:32,4.19
14:02:33,1.86
14:02:34,3.43
14:02:35,2.64
14:02:36,2.59
14:02:37,2.71
14:02:38,2.88
14:02:39,2.17
14:02:40,2.02
14:02:41,3.01
14:02:42,4.45
14:02:43,4.81
14:02:44,4.47
14:02:45,3.39
14:02:46,4.03
14:02:47,2.58
14:02:48,2.64
14:02:49,4.89
14:02:50,2.98
14:02:51,4.44
14:02:52,3.01
14:02:53,2.61
14:02:54,3.31
14:02:55,4.40
14:02:56,3.13
14:02:57,3.56
14:02:58,4.36
14:02:59,4.86
14:03:00,4.34
14:03:01,5.17
14:03:02,2.42
14:03:03,5.06
14:03:04,4.31
14:03:05,1.91
14:03:06,3.38
14:03:07,1.55
14:03:08,3.44
14:03:09,5.25
14:03:10,2.10
14:03:11,3.85
14:03:12,3.62
14:03:13,5.14
14:03:14,5.06
14:03:15,2.86
14:03:16,3.97
14:03:17,2.57
14:03:18,5.05
14:03:19,4.32
14:03:20,2.26
14:03:21,1.95
